id,name,url,image_url,group_name,sphere_name
173,Наружное освещение технопарка ПАО «Сбербанк»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/naruzhnoe-osveshchenie-tehnoparka-pao-sberbank,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/328/67add332807d8225514046.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
174,"Наружное освещение, АО ГНЦ РФ «Троицкий институт инновационных и термоядерных исследований» (АО ГНЦ РФ «ТРИНИТИ»)",https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/naruzhnoe-osveshchenie-ao-gnc-rf-troickij-institut-innovacionnyh-i-termoyadernyh-issledovanij-ao-gnc-rf-triniti,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/47a/67add347ab97c010347341.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
175,Освещение строящегося аэропортового комплекса «Мирный» ООО «АЭРОПОРТ «МИРНЫЙ»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/osveshchenie-stroyashchegosya-aeroportovogo-kompleksa-mirnyj-ooo-aeroport-mirnyj,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/5bf/67add35bf21cd594815869.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
176,"Освещение многофункционального морского перегрузочного терминала ООО «Ультрамар», (ULTRAMAR)",https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/osveshchenie-mnogofunkcionalnogo-morskogo-peregruzochnogo-terminala-ooo-ultramar-ultramar,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/6f4/67add36f4e4c2888650231.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
177,Освещение электрической подстанции энергомоста в Крым,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/osveshchenie-elektricheskoj-podstancii-energomosta-v-krym,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/8b0/67add38b0eba0199883092.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
178,Наружное освещение производственных площадок ООО «СОМЭКС»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/naruzhnoe-osveshchenie-proizvodstvennyh-ploshchadok-ooo-someks,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/9f5/67add39f5446e396561262.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
179,Освещение причальной зоны зернового элеватора ООО «Агропорт Устье Дона»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/osveshchenie-prichalnoj-zony-zernovogo-elevatora-ooo-agroport-uste-dona,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/b73/67add3b735ad3070307370.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
180,"Мост через реку Егошиха (ул. Чкалова, ул. Революции), МКУ «Пермблагоустройство»",https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/most-cherez-reku-egoshiha-ul-chkalova-ul-revolyucii-mku-permblagoustrojstvo,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/c8b/67add3c8bba8e800928602.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
181,Фасадное освещение ТЦ «Сити Центр»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/fasadnoe-osveshchenie-tc-siti-centr,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/e17/67add3e1763bf965590508.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
182,Наружное освещение ГБСУ СО МО «Дмитровский детский дом-интернат»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/naruzhnoe-osveshchenie-gbsu-so-mo-dmitrovskij-detskij-dom-internat,https://ladzavod.ru/storage/app/uploads/public/67a/dd3/fd4/67add3fd43ee5449750116.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
183,Освещение придомовых территорий микрорайона «Красная горка»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/osveshchenie-pridomovyh-territorij-mikrorajona-krasnaya-gorka,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/120/67add412065e8207910643.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
184,Освещение питомниковедческой базы Виноградники «Ариант»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/osveshchenie-pitomnikovedcheskoj-bazy-vinogradniki-ariant,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/214/67add42145caf051043376.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
185,Освещение ФГБОУ ВПО «Тюменский государственный нефтегазовый университет»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/osveshchenie-fgbou-vpo-tyumenskij-gosudarstvennyj-neftegazovyj-universitet,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/347/67add43472bb7759985247.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
186,Освещение парковки ТРК «Сити Молл»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/osveshchenie-parkovki-trk-siti-moll,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/48d/67add448d6513626335423.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
187,Наружное (архитектурное) освещение Администрации Калининского района,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/naruzhnoe-arhitekturnoe-osveshchenie-administracii-kalininskogo-rajona,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/57e/67add457e26e4580658051.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
188,Реконструкция моста через реку Миасс по пр. Победы в г. Челябинске ООО «Челябгорсвет»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/rekonstrukciya-mosta-cherez-reku-miass-po-pr-pobedy-v-g-chelyabinske-ooo-chelyabgorsvet,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/672/67add46722a5b810842847.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
189,Художественное освещение фасада здания «Южно-Уральскийгосударственный гуманитарно-педагогический университет»,https://ladzavod.ru/portfolio/naruzhnoe-osveshchenie-v-tom-chisle-arhitekturno-hudozhestvennoe-osveshchenie/hudozhestvennoe-osveshchenie-fasada-zdaniya-yuzhno-uralskijgosudarstvennyj-gumanitarno-pedagogicheskij-universitet,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/7c2/67add47c22aef544120785.png,Наружное освещение (в том числе архитектурно-художественное освещение),Архитектурное освещение
190,Освещение ГАУ ТО Цетр спорта и отдыха «Воронинские горки»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-gau-to-cetr-sporta-i-otdyha-voroninskie-gorki,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/a28/67add4a289241759913772.jpg,Спортивное освещение,Спортивное и освещение высокой мощности
191,Футбольное поле и крытый манеж (матчи по волейболу и гандболу). ГКБУ «Центр спортивной подготовки Пермского края»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/futbolnoe-pole-i-krytyj-manezh-matchi-po-volejbolu-i-gandbolu-gkbu-centr-sportivnoj-podgotovki-permskogo-kraya,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/b32/67add4b32fa5c022598445.jpg,Спортивное освещение,Спортивное и освещение высокой мощности
192,Футбольное поле. Администрация Металлургического района,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/futbolnoe-pole-administraciya-metallurgicheskogo-rajona,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/c58/67add4c58dea3710751903.jpg,Спортивное освещение,Спортивное и освещение высокой мощности
193,Освещение лыжной трассы «Лыжная база»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-lyzhnoj-trassy-lyzhnaya-baza,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/d50/67add4d50912f524634751.png,Спортивное освещение,Спортивное и освещение высокой мощности
194,Освещение СПБ ГБУ спортивной школы олимпийского резерва по футболу «Зенит»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-spb-gbu-sportivnoj-shkoly-olimpijskogo-rezerva-po-futbolu-zenit,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/e6b/67add4e6b70d5967947995.png,Спортивное освещение,Спортивное и освещение высокой мощности
195,Освещение Дворца спорта «Олимпийский»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-dvorca-sporta-olimpijskij,https://ladzavod.ru/storage/app/uploads/public/67a/dd4/f65/67add4f6531ea216410545.png,Спортивное освещение,Спортивное и освещение высокой мощности
196,Освещение Конноспортивного комплекса «Рифей»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-konnosportivnogo-kompleksa-rifej,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/0ad/67add50ad1357349394986.png,Спортивное освещение,Спортивное и освещение высокой мощности
197,Освещение Дворца спорта «Мегаспорт»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-dvorca-sporta-megasport,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/214/67add5214c56a961228501.png,Спортивное освещение,Спортивное и освещение высокой мощности
198,"Горнолыжный курорт ООО «Роза Хутор», освещение периметра территории комплекса",https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/gornolyzhnyj-kurort-ooo-roza-hutor-osveshchenie-perimetra-territorii-kompleksa,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/312/67add53121310182379313.png,Спортивное освещение,Спортивное и освещение высокой мощности
199,Освещение теннисного клуба на территории ОК «Лужники»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-tennisnogo-kluba-na-territorii-ok-luzhniki,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/43b/67add543b15ad914781315.png,Спортивное освещение,Спортивное и освещение высокой мощности
200,Освещение многофункциональной арены «Ледяной куб»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-mnogofunkcionalnoj-areny-ledyanoj-kub,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/55e/67add555e5823305584743.png,Спортивное освещение,Спортивное и освещение высокой мощности
201,"Освещение тренажерного зала, спа-салона, зала проведения боев ТЦ «СКЭС»",https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-trenazhernogo-zala-spa-salona-zala-provedeniya-boev-tc-skes,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/67a/67add567a67af802732837.png,Спортивное освещение,Спортивное и освещение высокой мощности
202,Скейт-парк МАУ ДО «Дом детского творчества»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/skejt-park-mau-do-dom-detskogo-tvorchestva,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/791/67add57914e26151506044.png,Спортивное освещение,Спортивное и освещение высокой мощности
203,Освещение стадиона «Газовик»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/osveshchenie-stadiona-gazovik,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/939/67add5939fdcc107481946.png,Спортивное освещение,Спортивное и освещение высокой мощности
204,Физкультурно-оздоровительный комплекс «Горняк»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/fizkulturno-ozdorovitelnyj-kompleks-gornyak,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/a3f/67add5a3f216b645316005.png,Спортивное освещение,Спортивное и освещение высокой мощности
205,Межшкольный стадион МБОУ «Ляминская основная общеобразовательная школа им. Героя Советского Союза Зайцева Г.Н.»,https://ladzavod.ru/portfolio/sportivnoe-osveshchenie/mezhshkolnyj-stadion-mbou-lyaminskaya-osnovnaya-obshcheobrazovatelnaya-shkola-im-geroya-sovetskogo-soyuza-zajceva-gn,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/b53/67add5b53b296806783465.png,Спортивное освещение,Спортивное и освещение высокой мощности
206,Внутреннее освещение детского театра при храме в с. Петрово-Дальнее,https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/vnutrennee-osveshchenie-detskogo-teatra-pri-hrame-v-s-petrovo-dalnee,https://ladzavod.ru/storage/app/uploads/public/67a/dd5/f63/67add5f637e7a626565914.jpg,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
207,Освещение шоурума ООО «ЛЕ-МАН» (официальный дилер УАЗ в г. Рязани),https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/osveshchenie-shouruma-ooo-le-man-oficialnyj-diler-uaz-v-g-ryazani,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/06b/67add606b3917428566721.jpg,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
208,Освещение сцены ОГБУК «Челябинская государственная филармония» (ОГБУК «ЧГФ»),https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/osveshchenie-sceny-ogbuk-chelyabinskaya-gosudarstvennaya-filarmoniya-ogbuk-chgf,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/1e5/67add61e50530858128791.jpg,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
209,Освещение автосалона «Mazda» (официальный дилер марки),https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/osveshchenie-avtosalona-mazda-oficialnyj-diler-marki,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/30a/67add630a1992391526542.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
210,Капитальный ремонт общежития №4 (ЖКХ светильники) ФГБОУ ВО «Курганский государственный университет»,https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/kapitalnyj-remont-obshchezhitiya-4-zhkh-svetilniki-fgbou-vo-kurganskij-gosudarstvennyj-universitet,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/43b/67add643b8fe1333089096.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
211,Освещение территории и офисов помещений ФГУП «РосРАО»,https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/osveshchenie-territorii-i-ofisov-pomeshchenij-fgup-rosrao,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/57c/67add657c50f4318308257.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
212,"Архитектурное, внутреннее освещение торговых залов, освещение открытых парковок ТЦ «Виноградный» (Villa Aristov)",https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/arhitekturnoe-vnutrennee-osveshchenie-torgovyh-zalov-osveshchenie-otkrytyh-parkovok-tc-vinogradnyj-villa-aristov,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/6c3/67add66c345a7595574782.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
213,"Наружное и ЖКХ освещение строящегося многоэтажного дома №4.7 в мкр. №1 ООО «Предприятие промышленного, гражданского и нефтегазового строительства»",https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/naruzhnoe-i-zhkh-osveshchenie-stroyashchegosya-mnogoetazhnogo-doma-47-v-mkr-1-ooo-predpriyatie-promyshlennogo-grazhdanskogo-i-neftegazovogo-stroitelstva,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/7f5/67add67f533a1303617749.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
214,Реконструкция автосалона «Тюмень-Лада»,https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/rekonstrukciya-avtosalona-tyumen-lada,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/92a/67add692abb6e101161408.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
215,Освещение территории выставочного центра «ЭКПОГРАД ЮГ»,https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/osveshchenie-territorii-vystavochnogo-centra-ekpograd-yug,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/abd/67add6abde460094863383.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
216,Наружное и внутреннее освещение ТК «Слава»,https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/naruzhnoe-i-vnutrennee-osveshchenie-tk-slava,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/bca/67add6bca10e0259446499.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
217,Освещение ТЦ «Лента»,https://ladzavod.ru/portfolio/ofisnoe-torgovoe-i-prochee-vnutrennee-osveshchenie/osveshchenie-tc-lenta,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/cf2/67add6cf28bce500442568.png,"Офисное, торговое и прочее внутреннее освещение","Офисное, торговое, ЖКХ и АБК освещение"
218,Освещение строящейся СОШ ООО «Центр капитального ремонта»,https://ladzavod.ru/portfolio/obrazovatelnye-i-medicinskie-uchrezhdeniya/osveshchenie-stroyashchejsya-sosh-ooo-centr-kapitalnogo-remonta,https://ladzavod.ru/storage/app/uploads/public/67a/dd6/fe4/67add6fe46694004848930.png,Образовательные и медицинские учреждения,"Офисное, торговое, ЖКХ и АБК освещение"
219,ФГБУ «НМИЦ ВМТ имени А.А. Вишневского» Министерства обороны России,https://ladzavod.ru/portfolio/obrazovatelnye-i-medicinskie-uchrezhdeniya/fgbu-nmic-vmt-imeni-aa-vishnevskogo-ministerstva-oborony-rossii,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/226/67add722650b6838094756.png,Образовательные и медицинские учреждения,"Офисное, торговое, ЖКХ и АБК освещение"
220,Внутреннее освещение «Республиканской детской клинической больницы»,https://ladzavod.ru/portfolio/obrazovatelnye-i-medicinskie-uchrezhdeniya/vnutrennee-osveshchenie-respublikanskoj-detskoj-klinicheskoj-bolnicy,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/33a/67add733a9b28258294188.png,Образовательные и медицинские учреждения,"Офисное, торговое, ЖКХ и АБК освещение"
221,Благоустройство освещения на территории ГБОУ «Зеленоградский дворец творчества детей и молодежи»,https://ladzavod.ru/portfolio/obrazovatelnye-i-medicinskie-uchrezhdeniya/blagoustrojstvo-osveshcheniya-na-territorii-gbou-zelenogradskij-dvorec-tvorchestva-detej-i-molodezhi,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/462/67add7462911d409799141.png,Образовательные и медицинские учреждения,"Офисное, торговое, ЖКХ и АБК освещение"
222,"Освещение строящейся школы на 800 мест с бассейном, Инженерно-экономический лицей имени И.М. Виноградова",https://ladzavod.ru/portfolio/obrazovatelnye-i-medicinskie-uchrezhdeniya/osveshchenie-stroyashchejsya-shkoly-na-800-mest-s-bassejnom-inzhenerno-ekonomicheskij-licej-imeni-im-vinogradova,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/57c/67add757ca45c790424475.png,Образовательные и медицинские учреждения,"Офисное, торговое, ЖКХ и АБК освещение"
223,Освещение тяговых подстанций Забайкальской железной дороги ОАО «РЖД»,https://ladzavod.ru/portfolio/osveshchenie-zh-d-obektov/osveshchenie-tyagovyh-podstancij-zabajkalskoj-zheleznoj-dorogi-oao-rzhd,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/85b/67add785bb876555440360.jpg,Освещение ж/д обьектов,РЖД
224,Освещение тяговых подстанций Восточно-Сибирской железной дороги ОАО «РЖД»,https://ladzavod.ru/portfolio/osveshchenie-zh-d-obektov/osveshchenie-tyagovyh-podstancij-vostochno-sibirskoj-zheleznoj-dorogi-oao-rzhd,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/96e/67add796e2240604019654.jpg,Освещение ж/д обьектов,РЖД
225,"Модернизация тяговой электрической подстанции № 441 «Железнодорожная», ОАО «РЖД»",https://ladzavod.ru/portfolio/osveshchenie-zh-d-obektov/modernizaciya-tyagovoj-elektricheskoj-podstancii-441-zheleznodorozhnaya-oao-rzhd,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/b34/67add7b34ad16112473324.jpg,Освещение ж/д обьектов,РЖД
226,Освещение железнодорожного моста и контрольно-пропускного пункта через Керченский пролив (Керченский мост),https://ladzavod.ru/portfolio/osveshchenie-zh-d-obektov/osveshchenie-zheleznodorozhnogo-mosta-i-kontrolno-propusknogo-punkta-cherez-kerchenskij-proliv-kerchenskij-most,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/c6b/67add7c6b6276060161056.png,Освещение ж/д обьектов,РЖД
227,"Освещение железнодорожных станций вблизи городов: Барнаул, Учалы, Омск",https://ladzavod.ru/portfolio/osveshchenie-zh-d-obektov/osveshchenie-zheleznodorozhnyh-stancij-vblizi-gorodov-barnaul-uchaly-omsk,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/dd5/67add7dd56518692063134.png,Освещение ж/д обьектов,РЖД
228,Освещение производственных помещений и железнодорожных путей парка отстоя вагонов АО «Каустик»,https://ladzavod.ru/portfolio/osveshchenie-zh-d-obektov/osveshchenie-proizvodstvennyh-pomeshchenij-i-zheleznodorozhnyh-putej-parka-otstoya-vagonov-ao-kaustik,https://ladzavod.ru/storage/app/uploads/public/67a/dd7/eeb/67add7eeb74fc952907724.png,Освещение ж/д обьектов,РЖД
229,Обгонный пункт 22 км СевКавЖД,https://ladzavod.ru/portfolio/osveshchenie-zh-d-obektov/obgonnyj-punkt-22-km-sevkavzhd,https://ladzavod.ru/storage/app/uploads/public/67a/dd8/03a/67add803a92f8225071729.png,Освещение ж/д обьектов,РЖД